Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,Index
6/27/2022,2,18000,700,7 out of 8,Carpet Area,Rajendra Mandal,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4256
6/2/2022,2,8500,700,2 out of 3,Super Area,Budwel,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,4257
5/25/2022,2,7500,100,1 out of 3,Super Area,Amberpet,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4258
5/20/2022,1,12000,300,2 out of 3,Super Area,Gachibowli,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,4259
6/18/2022,2,15000,980,3 out of 5,Super Area,Langar Houz,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4260
5/6/2022,2,15500,800,2 out of 2,Super Area,Prakash Nagar,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4261
5/25/2022,3,20000,1250,2 out of 6,Super Area,Qutub Shahi Tombs,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4262
7/6/2022,2,11000,1000,Ground out of 1,Carpet Area,"Beeramguda, Ramachandra Puram, NH 9",Hyderabad,Semi-Furnished,Family,2,Contact Owner,4263
6/14/2022,2,15000,1000,Ground out of 4,Super Area,Mehdipatnam,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4264
6/23/2022,3,17000,1800,Ground out of 1,Carpet Area,Bandlaguda Jagir,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,4265
6/6/2022,3,20000,2000,1 out of 3,Carpet Area,Srisailam Highway,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,4266
7/8/2022,3,20000,1500,1 out of 6,Super Area,Peeramcheru,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,4267
7/8/2022,2,12000,1050,3 out of 4,Super Area,"Uppal, NH 2 2",Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,4268
6/18/2022,2,25000,1100,1 out of 7,Super Area,"Upparpally, Hyderabad Expressway",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,4269
7/8/2022,2,11500,1000,2 out of 3,Carpet Area,Attapur,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4270
5/27/2022,2,6500,700,2 out of 3,Super Area,Meerpet,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4271
5/21/2022,1,10000,750,1 out of 2,Super Area,"Mallampet, Outer Ring Road",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,4272
6/29/2022,1,6000,450,2 out of 6,Super Area,Sainikpuri,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,4273
5/20/2022,3,14000,1000,1 out of 2,Super Area,"Malakpet, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4274
7/6/2022,3,34000,1500,2 out of 14,Carpet Area,Gachibowli,Hyderabad,Semi-Furnished,Family,3,Contact Agent,4275
5/15/2022,2,15000,1550,Ground out of 13,Super Area,"LB Nagar, NH 9",Hyderabad,Furnished,Family,2,Contact Owner,4276
5/7/2022,2,20000,1450,2 out of 3,Super Area,"LB Nagar, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4277
7/5/2022,2,9500,650,3 out of 5,Carpet Area,"Beeramguda, Ramachandra Puram, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4278
5/23/2022,2,10000,650,3 out of 5,Carpet Area,"Beeramguda, Ramachandra Puram, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4279
6/6/2022,3,30000,1500,5 out of 5,Carpet Area,Kondapur,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,4280
6/14/2022,2,13000,900,2 out of 3,Super Area,Puppalaguda,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,4281
7/6/2022,3,45000,1645,8 out of 19,Carpet Area,"Kokapet, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,4282
5/6/2022,2,8000,600,4 out of 7,Super Area,"Alijapur, Qutub Shahi Tombs",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4283
7/8/2022,2,25000,1250,Ground out of 6,Super Area,"Alkapur Township, Manikonda, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4284
7/1/2022,2,12000,1300,1 out of 2,Carpet Area,Sai Nagar-Uppal,Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner,4285
5/23/2022,2,19000,1000,1 out of 3,Carpet Area,"Manikonda, Outer Ring Road",Hyderabad,Semi-Furnished,Family,2,Contact Owner,4286
7/8/2022,3,22000,1500,4 out of 6,Super Area,"Indra Nagar, Moti Nagar",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,4287
7/8/2022,2,15000,1150,4 out of 5,Super Area,Suchitra Circle,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4288
6/14/2022,2,15000,110,2 out of 3,Super Area,Mehdipatnam,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4289
7/4/2022,2,10000,103,Ground out of 1,Super Area,Sainikpuri,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4290
6/25/2022,2,10000,1050,4 out of 5,Carpet Area,"Hayathnagar, NH 9",Hyderabad,Unfurnished,Bachelors,2,Contact Owner,4291
6/14/2022,2,7000,60,1 out of 6,Super Area,"Model Town Colony, Nawab Saheb Kunta",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4292
5/21/2022,2,15000,1170,2 out of 4,Super Area,"Sitaphalmandi, Padmarao Nagar",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4293
6/20/2022,2,9500,167,Ground out of 1,Super Area,"Hari Hara Puram, B N Reddy Nagar",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4294
5/25/2022,1,6500,500,2 out of 2,Super Area,in Bandlaguda Jagir,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,4295
5/7/2022,1,10000,600,Ground out of 4,Super Area,Jubilee Hills,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,4296
6/22/2022,1,8000,600,1 out of 4,Super Area,"Pragathi Nagar, Kukatpally",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,4297
5/12/2022,1,3300,200,Ground out of 2,Super Area,Moula Ali,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,4298
6/10/2022,2,12000,600,1 out of 2,Super Area,"Upparpally, Hyderabad Expressway",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,4299
6/18/2022,2,20000,900,2 out of 4,Super Area,"Himayath Nagar, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4300
7/8/2022,2,12000,800,Ground out of 6,Super Area,Bandlaguda Jagir,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4301
5/31/2022,3,20000,1000,2 out of 4,Carpet Area,Opposite andhra mahila sabha,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4302
6/14/2022,3,70000,3200,11 out of 15,Carpet Area,"Financial District, Nanakram Guda",Hyderabad,Semi-Furnished,Family,3,Contact Agent,4303
5/5/2022,2,10000,1400,Ground out of 1,Super Area,Bheeram guda,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,4304
5/6/2022,1,8500,550,Ground out of 2,Super Area,"Kukatpally, NH 9",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,4305
6/8/2022,1,8000,540,4 out of 4,Carpet Area,"Sanath Nagar, NH 9",Hyderabad,Unfurnished,Family,1,Contact Owner,4306
6/14/2022,1,8000,400,Ground out of 3,Super Area,Nagole,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,4307
5/19/2022,2,13000,1225,2 out of 4,Super Area,"Sun City, Bandlaguda, Chevella Road",Hyderabad,Unfurnished,Bachelors,2,Contact Owner,4308
6/29/2022,3,15500,1430,1 out of 1,Carpet Area,Dr A.S. Rao Nagar,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,4309
7/8/2022,2,30000,1200,2 out of 25,Super Area,Nanakaramguda,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,4310
6/18/2022,2,10000,1197,Ground out of 2,Super Area,Dammaiguda,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4311
7/6/2022,2,18000,1150,2 out of 5,Carpet Area,Kondapur,Hyderabad,Semi-Furnished,Bachelors,2,Contact Agent,4312
5/6/2022,1,12000,500,4 out of 5,Super Area,Kondapur,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,4313
5/25/2022,2,9000,1200,Ground out of 2,Carpet Area,"Gandhamguda, Bairagiguda",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4314
6/10/2022,1,6000,500,2 out of 4,Super Area,Gajularamaram,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4315
5/29/2022,3,32000,1600,3 out of 6,Super Area,Raj Bhawan Road,Hyderabad,Furnished,Bachelors/Family,3,Contact Owner,4316
7/6/2022,2,36000,1100,1 out of 5,Super Area,Madhapur,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,4317
7/2/2022,2,17000,1220,1 out of 6,Super Area,Masab Tank,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4318
6/2/2022,3,20000,1500,2 out of 5,Super Area,"Habsiguda, NH 2 2",Hyderabad,Furnished,Bachelors/Family,3,Contact Owner,4319
6/18/2022,1,9000,500,4 out of 4,Super Area,KPHB Road,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,4320
6/24/2022,2,9500,850,2 out of 3,Super Area,Dellapur,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4321
5/20/2022,2,7000,1000,2 out of 3,Super Area,"B N Reddy Nagar, Nagarjuna Sagar Road",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4322
5/18/2022,3,17000,100,1 out of 1,Carpet Area,Masab Tank,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,4323
6/14/2022,2,19500,1140,Ground out of 5,Super Area,"Miyapur, NH 9",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,4324
5/25/2022,2,25000,1100,2 out of 3,Super Area,Masab Tank,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,4325
6/6/2022,3,14000,1400,3 out of 4,Super Area,"Bolarum, Medchal Road",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4326
7/6/2022,2,16000,1350,3 out of 5,Super Area,"Kukatpally, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4327
6/8/2022,2,15000,180,Ground out of 2,Carpet Area,"Kachiguda, NH 2 2",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4328
5/16/2022,2,13000,1250,2 out of 6,Super Area,"LB Nagar, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4329
6/14/2022,2,12000,1300,2 out of 5,Super Area,Peeramcheru,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4330
7/9/2022,2,12000,840,2 out of 4,Super Area,Old Nallakunta,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4331
5/3/2022,2,7500,1200,1 out of 3,Super Area,Dammaiguda,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4332
5/20/2022,2,13000,700,3 out of 4,Super Area,"Habsiguda, NH 2 2",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,4333
5/29/2022,4,52000,2700,11 out of 13,Super Area,Gachibowli,Hyderabad,Furnished,Bachelors/Family,4,Contact Owner,4334
7/10/2022,2,22000,1100,1 out of 12,Carpet Area,"Miyapur, NH 9",Hyderabad,Furnished,Family,2,Contact Agent,4335
4/28/2022,2,18000,1000,Ground out of 2,Carpet Area,"Uppal, NH 2 2",Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner,4336
6/6/2022,2,7000,1000,1 out of 2,Super Area,"Hayathnagar, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,4337
6/8/2022,3,16500,1600,2 out of 5,Super Area,Attapur,Hyderabad,Semi-Furnished,Family,3,Contact Owner,4338
5/24/2022,3,13000,1550,1 out of 5,Carpet Area,Bandlaguda Jagir,Hyderabad,Unfurnished,Bachelors,3,Contact Owner,4339
6/25/2022,1,6000,600,Ground out of 4,Super Area,Amberpet,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,4340
7/6/2022,1,6000,500,1 out of 2,Super Area,RTC Cross Road,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,4341
7/10/2022,2,21000,1100,4 out of 5,Carpet Area,"Himayath Nagar, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Agent,4342
5/7/2022,3,10000,1000,2 out of 2,Carpet Area,"Manikonda, Outer Ring Road",Hyderabad,Furnished,Family,2,Contact Owner,4343
5/9/2022,2,12000,1000,2 out of 2,Super Area,Kothapet,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4344
7/2/2022,3,30000,1800,5 out of 5,Carpet Area,"Anand Nagar-Khairatabad, NH 7",Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,4345
7/10/2022,2,15000,1300,3 out of 5,Carpet Area,Kondapur,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Agent,4346
5/12/2022,2,10000,1100,Ground out of 2,Super Area,Kapra,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4347
5/12/2022,2,9000,950,2 out of 3,Super Area,Chanda Nagar,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4348
7/1/2022,2,10000,1000,2 out of 3,Carpet Area,Rock Town Colony,Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner,4349
5/20/2022,2,8000,1200,1 out of 3,Super Area,"Hayathnagar, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4350
6/18/2022,6,60000,2800,Ground out of 3,Super Area,"Boduppal, NH 2 2",Hyderabad,Furnished,Bachelors/Family,7,Contact Owner,4351
6/29/2022,2,8000,550,2 out of 4,Super Area,Attapur,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4352
6/10/2022,2,8500,1000,2 out of 16,Carpet Area,Medipally,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4353
5/12/2022,2,7500,800,2 out of 4,Super Area,"Pragathi Nagar, Kukatpally",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4354
6/18/2022,2,5000,600,Ground out of 2,Super Area,Meerpet,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,4355
7/2/2022,3,30000,1800,5 out of 5,Carpet Area,"Anand Nagar-Khairatabad, NH 7",Hyderabad,Unfurnished,Family,3,Contact Owner,4356
5/1/2022,1,7500,500,1 out of 3,Super Area,"Champapet, Koti",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,4357
6/12/2022,2,12000,1000,2 out of 4,Super Area,Ram nagar,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4358
6/10/2022,2,15500,1100,3 out of 4,Super Area,"Kachiguda, NH 2 2",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4359
4/29/2022,3,26000,1450,4 out of 7,Super Area,"Lingampally-Serilingampally, NH 2 2",Hyderabad,Semi-Furnished,Family,2,Contact Owner,4360
5/26/2022,1,8000,550,2 out of 3,Super Area,"Rasoolpura, Mahatma Gandhi Road",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,4361
6/30/2022,2,12000,933,2 out of 5,Super Area,Kompally,Hyderabad,Unfurnished,Bachelors,2,Contact Owner,4362
7/2/2022,3,15000,1100,1 out of 10,Carpet Area,Prashanth Nagar,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4363
6/18/2022,2,10000,1030,3 out of 6,Super Area,Dr A.S. Rao Nagar,Hyderabad,Semi-Furnished,Family,2,Contact Owner,4364
5/28/2022,3,20000,1150,2 out of 4,Carpet Area,"Pragathi Nagar, Moosapet",Hyderabad,Semi-Furnished,Family,3,Contact Owner,4365
6/10/2022,2,12500,850,Ground out of 5,Carpet Area,Prem nagar-Erragadda,Hyderabad,Unfurnished,Bachelors,2,Contact Owner,4366
6/2/2022,2,18000,1000,2 out of 3,Super Area,Kondapur,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4367
6/21/2022,3,21000,1400,3 out of 4,Carpet Area,"LB Nagar, NH 9",Hyderabad,Semi-Furnished,Family,3,Contact Owner,4368
7/10/2022,3,95000,2700,23 out of 30,Carpet Area,Gachibowli,Hyderabad,Furnished,Bachelors,3,Contact Agent,4369
5/19/2022,3,26000,1700,7 out of 14,Carpet Area,"Hafeezpet, NH 9",Hyderabad,Semi-Furnished,Family,3,Contact Owner,4370
6/2/2022,3,53000,1742,25 out of 35,Super Area,Gachibowli,Hyderabad,Semi-Furnished,Family,2,Contact Agent,4371
6/14/2022,2,13000,1000,3 out of 4,Super Area,"Miyapur, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4372
6/29/2022,2,12000,1440,1 out of 3,Super Area,Attapur,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4373
7/6/2022,3,28000,1600,1 out of 6,Super Area,Chanda Nagar,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,4374
7/6/2022,3,57000,1838,4 out of 30,Super Area,Gachibowli,Hyderabad,Unfurnished,Bachelors,3,Contact Agent,4375
5/24/2022,2,10000,1200,2 out of 2,Super Area,"Beeramguda, Ramachandra Puram, NH 9",Hyderabad,Unfurnished,Bachelors,2,Contact Owner,4376
5/6/2022,3,21467,200,1 out of 1,Super Area,"Uppal, NH 2 2",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,4377
5/23/2022,1,32000,1050,2 out of 3,Carpet Area,"Banjara Hills, NH 9",Hyderabad,Furnished,Bachelors,1,Contact Agent,4378
7/7/2022,1,7000,400,4 out of 4,Carpet Area,Humayun Nagar,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,4379
7/6/2022,2,30000,1350,5 out of 14,Super Area,Gachibowli,Hyderabad,Semi-Furnished,Bachelors,2,Contact Agent,4380
5/17/2022,3,40000,1960,13 out of 25,Super Area,"Nallagandla, Serilingampally",Hyderabad,Unfurnished,Bachelors,3,Contact Agent,4381
6/8/2022,1,9000,800,1 out of 2,Super Area,Nagole,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,4382
7/2/2022,2,15000,1000,2 out of 5,Super Area,Bachupally,Hyderabad,Unfurnished,Bachelors,2,Contact Owner,4383
6/29/2022,2,18000,1100,1 out of 4,Super Area,Begumpet,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4384
5/29/2022,3,25000,1480,2 out of 3,Super Area,Nizam Colony,Hyderabad,Furnished,Bachelors/Family,3,Contact Owner,4385
6/22/2022,1,8500,700,Ground out of 3,Carpet Area,"Hafeezpet, NH 9",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,4386
6/13/2022,3,20000,1500,5 out of 6,Super Area,"Miyapur, NH 9",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,4387
6/25/2022,2,12000,1000,5 out of 6,Super Area,Upperpally,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4388
6/11/2022,2,12500,900,1 out of 3,Super Area,Toli Chowki,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4389
7/2/2022,3,25000,1250,2 out of 8,Super Area,"Red Hills, Lakdikapul, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4390
5/31/2022,2,10000,1100,2 out of 2,Super Area,"Chandanagar, NH 9",Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,4391
5/12/2022,3,18000,1300,3 out of 3,Super Area,"Lakdikapul, NH 9",Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner,4392
6/21/2022,3,12000,1275,4 out of 5,Carpet Area,"Rajendra Nagar, Outer Ring Road",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4393
6/14/2022,3,13000,1265,2 out of 5,Super Area,"Pragathi Nagar, Kukatpally",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,4394
4/29/2022,1,13000,700,1 out of 3,Carpet Area,Panjagutta Colony,Hyderabad,Unfurnished,Bachelors,1,Contact Owner,4395
5/20/2022,2,25000,1150,1 out of 5,Super Area,Madhapur,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,4396
7/3/2022,2,9000,850,Ground out of 2,Carpet Area,"Srinivasa Colony, Secunderabad",Hyderabad,Semi-Furnished,Family,2,Contact Owner,4397
6/2/2022,2,10000,1285,2 out of 4,Super Area,"Malakpet, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4398
7/6/2022,3,15000,2000,Ground out of 2,Super Area,Thumukunta,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,4399
7/6/2022,2,20000,1000,1 out of 1,Super Area,"Bolarum, Medchal Road",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,4400
5/22/2022,1,13500,700,4 out of 4,Super Area,Gachibowli,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,4401
6/25/2022,3,21000,1100,4 out of 10,Super Area,"Rajendra Nagar, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4402
7/6/2022,2,10000,1000,1 out of 3,Super Area,Toli Chowki,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4403
6/18/2022,2,10000,800,Ground out of 5,Super Area,"Chintal, NH 7",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4404
5/5/2022,2,10000,1400,Ground out of 1,Super Area,Ammenpur,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,4405
7/7/2022,2,24000,1350,1 out of 5,Carpet Area,Hitech City,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4406
5/1/2022,2,13000,1100,1 out of 4,Super Area,"Hyder Nagar, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4407
6/29/2022,2,8000,840,2 out of 3,Super Area,"SV Nagar, Secunderabad",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4408
6/18/2022,2,55000,1325,6 out of 8,Super Area,Gachibowli,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,4409
7/2/2022,5,50000,3500,2 out of 3,Carpet Area,"Ramanthapur, NH 2 2",Hyderabad,Unfurnished,Bachelors/Family,6,Contact Owner,4410
5/10/2022,3,32000,1250,5 out of 6,Carpet Area,"Chanda Naik Nagar, Madhapur",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,4411
6/6/2022,3,22000,1500,3 out of 6,Super Area,Petbasheerabad,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,4412
6/3/2022,2,8500,1050,1 out of 2,Carpet Area,Hydershakote,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4413
5/9/2022,3,12000,1200,2 out of 3,Super Area,Toli Chowki,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4414
5/31/2022,3,15000,1500,4 out of 5,Carpet Area,KBR Laxmi Residency,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,4415
6/6/2022,1,3000,100,1 out of 2,Super Area,New Nallakunta,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,4416
6/2/2022,3,52000,1742,23 out of 35,Super Area,Gachibowli,Hyderabad,Semi-Furnished,Family,3,Contact Agent,4417
7/8/2022,2,9500,650,3 out of 4,Carpet Area,in Kushaiguda,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4418
7/6/2022,3,46000,2235,Ground out of 10,Carpet Area,Gachibowli,Hyderabad,Unfurnished,Family,5,Contact Agent,4419
7/8/2022,2,12000,1000,1 out of 3,Super Area,"Gouri Shankar Nagar Colony, Banjara Hills",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4420
5/20/2022,2,8000,175,1 out of 3,Super Area,"Old Malakpet, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4421
7/6/2022,2,9000,160,Ground out of 2,Super Area,Nagaram,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4422
5/20/2022,2,10000,1200,2 out of 3,Super Area,"Jillelguda, Medbowli",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,4423
5/26/2022,2,39000,1283,5 out of 34,Super Area,Gachibowli,Hyderabad,Unfurnished,Bachelors,2,Contact Agent,4424
5/22/2022,1,9000,600,1 out of 3,Super Area,"Domalguda, Himayath Nagar, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Agent,4425
7/10/2022,4,120000,3455,12 out of 17,Super Area,Madhapur,Hyderabad,Semi-Furnished,Family,4,Contact Agent,4426
6/29/2022,3,25000,1500,1 out of 2,Carpet Area,"Ayodhya Nagar, Quthbullapur",Hyderabad,Semi-Furnished,Family,3,Contact Owner,4427
7/6/2022,1,14000,540,1 out of 5,Carpet Area,Kondapur,Hyderabad,Unfurnished,Bachelors,1,Contact Agent,4428
6/30/2022,1,6000,500,2 out of 2,Super Area,"Lalaguda, Secunderabad",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,4429
6/14/2022,2,15000,1100,1 out of 4,Super Area,"Dilsukh Nagar, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4430
5/24/2022,2,8000,1350,1 out of 2,Carpet Area,"Boduppal, NH 2 2",Hyderabad,Unfurnished,Bachelors,2,Contact Owner,4431
5/6/2022,1,6000,400,2 out of 2,Super Area,Shamshabad,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,4432
7/8/2022,2,10000,120,Ground out of 2,Super Area,"Vanasthalipuram, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4433
5/12/2022,3,35000,3050,Ground out of 2,Super Area,Sainikpuri,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,4434
5/12/2022,2,16000,400,Ground out of 2,Super Area,Old Bowenpally,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,4435
7/2/2022,2,14000,800,1 out of 4,Super Area,Dr A.S. Rao Nagar,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4436
7/2/2022,2,10000,90,Ground out of 3,Super Area,Amberpet,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,4437
5/25/2022,1,7000,500,1 out of 4,Super Area,Chanda Nagar,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,4438
5/16/2022,2,8000,1150,1 out of 4,Super Area,Kistareddypet,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4439
4/30/2022,3,22000,1700,2 out of 3,Super Area,"Vahini nagar, Karkhana, Hyderabad road no 2a",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4440
6/2/2022,2,12000,1000,3 out of 5,Super Area,Nadeem Colony,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4441
7/6/2022,3,10000,1100,1 out of 4,Carpet Area,"Manikonda, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Agent,4442
6/28/2022,3,15000,1360,6 out of 8,Super Area,Badesahebguda,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,4443
